sourceDepth,recDepth,recRange,simGvel,txNode,rxNode,owtt
90,90,2148.85276246519,1442.34869158723,East,North,1.48898
90,90,2149.00363620199,1442.34821655851,East,North,1.48897
90,90,2148.96123092582,1442.34759652504,East,North,1.48895
90,90,2148.76504309541,1442.34789499224,East,North,1.48895
90,90,2148.87172933014,1442.34732124788,East,North,1.48896
90,90,2149.35209824998,1442.34665342265,East,North,1.48897
90,90,2149.18570202514,1442.34467674585,East,North,1.48897
90,90,2149.00613571954,1442.34519726048,East,North,1.48897
20,30,1772.98244960474,NaN,Camp,West,1.24077
20,30,1773.47575047409,NaN,Camp,West,1.24078
20,30,1770.72342656392,NaN,Camp,West,1.24076
20,30,1770.71505067147,NaN,Camp,West,1.24074
20,30,1771.61633456391,NaN,Camp,West,1.24075
20,30,1772.16961222442,NaN,Camp,West,1.24078
20,30,1771.94637590421,NaN,Camp,West,1.24076
20,30,1771.44871116725,NaN,Camp,West,1.24077
20,30,1772.37501971961,NaN,Camp,West,1.24074
20,30,1773.07301037635,NaN,Camp,West,1.24075
20,30,1772.65525386588,NaN,Camp,West,1.24204
20,30,1772.81551561239,NaN,Camp,West,1.24205
20,30,1772.49977235994,NaN,Camp,West,1.24204
20,30,1772.35472319497,NaN,Camp,West,1.24203
20,30,1771.88775474431,NaN,Camp,West,1.24206
20,30,1772.49701856602,NaN,Camp,West,1.24211
20,30,1774.10027921733,NaN,Camp,West,1.2421
20,30,1774.93489544614,NaN,Camp,West,1.24212
20,30,1772.56349470448,NaN,Camp,West,1.2421
20,30,1773.0369683083,NaN,Camp,West,1.24213
20,30,1774.58871752616,NaN,Camp,West,1.24214
20,90,1770.92954753079,NaN,Camp,West,1.24338
20,90,1773.07554077639,NaN,Camp,West,1.24332
20,90,1771.71271468724,NaN,Camp,West,1.24331
20,90,1771.71318113007,NaN,Camp,West,1.24333
20,30,1510.75778375769,NaN,Camp,South,1.05675
20,30,1509.79606954712,NaN,Camp,South,1.05676
20,30,1512.89398882274,NaN,Camp,South,1.05666
20,30,1510.78904026146,NaN,Camp,South,1.05664
20,30,1511.93781167866,NaN,Camp,South,1.05663
20,30,1511.65853272503,NaN,Camp,South,1.05663
20,30,1511.15196575304,NaN,Camp,South,1.0566
90,30,2047.23833030302,1444.3849168161,East,South,1.42845
20,30,1513.39214080181,NaN,Camp,South,1.05682
90,30,2046.87566891273,1444.38734635273,East,South,1.4285
90,30,2046.85007422874,1444.39045347095,East,South,1.42845
20,30,1512.0606205996,NaN,Camp,South,1.05681
90,30,2047.24789686699,1444.39149263133,East,South,1.42842
90,30,2046.87917989057,1444.3887907767,East,South,1.42839
20,30,1513.06965548304,NaN,Camp,South,1.05678
90,30,2047.44298267292,1444.39253544085,East,South,1.4284
20,30,1513.24176683745,NaN,Camp,South,1.05681
90,30,2046.96409270786,1444.38980252461,East,South,1.42838
20,30,1513.10406571392,NaN,Camp,South,1.05681
90,30,2047.04798633974,1444.39419185639,East,South,1.4284
20,30,1512.8523622264,NaN,Camp,South,1.05682
90,30,2046.68045298321,1444.39212833128,East,South,1.42836
20,30,1511.38937670872,NaN,Camp,South,1.0568
90,30,2046.80056135756,1444.39357918787,East,South,1.42836
20,30,1511.30644939928,NaN,Camp,South,1.05682
90,30,2046.74108311311,1444.39155384767,East,South,1.42832
90,30,2046.50574273774,1444.3896708434,East,South,1.42833
20,30,1511.06116683291,NaN,Camp,South,1.05656
90,30,2046.69884375136,1444.39073716384,East,South,1.4283
20,30,1513.13633829887,NaN,Camp,South,1.05661
90,30,2046.97742558755,1444.39071834091,East,South,1.42826
90,30,2046.83392104362,1444.38947019277,East,South,1.42824
20,30,1511.4452408835,NaN,Camp,South,1.05667
90,30,2046.82025724334,1444.39046680399,East,South,1.4282
90,30,2046.7016698957,1444.3895157658,East,South,1.42824
20,30,1510.90522956869,NaN,Camp,South,1.05669
20,30,1513.33535707355,NaN,Camp,South,1.05686
20,30,1513.09225502648,NaN,Camp,South,1.05693
20,30,1511.96921856464,NaN,Camp,South,1.05682
20,30,1511.21320072278,NaN,Camp,South,1.05681
20,30,1509.4085395832,NaN,Camp,South,1.0568
20,30,1509.01100211634,NaN,Camp,South,1.05678
20,30,1508.36057704672,NaN,Camp,South,1.05677
90,90,2046.76772767631,1444.38848125968,East,South,1.4175
90,90,2046.64353376039,1442.39298905427,East,South,1.42374
90,90,2046.99886252863,1442.39420869663,East,South,1.42367
90,90,2046.78504454196,1442.39516557204,East,South,1.41735
90,90,2046.55978023079,1442.39570948258,East,South,1.41753
90,90,2046.17570468653,1442.39636470763,East,South,1.42351
90,90,2046.67685079607,1442.39492385712,East,South,1.41758
90,90,2047.20514156131,1442.39393635896,East,South,1.42363
20,90,1508.934493259,NaN,Camp,South,1.05273
90,90,2047.01953382487,1442.39222650186,East,South,1.41745
90,90,2047.10137711309,1442.39104466888,East,South,1.42371
90,90,2046.63436146201,1442.3899103542,East,South,1.42366
90,90,2046.4538386119,1442.39012364929,East,South,1.4175
90,90,2046.52941672647,1442.38968298685,East,South,1.41754
90,90,2046.74696205478,1442.38933943956,East,South,1.41751
90,90,2046.83759553122,1442.38865241497,East,South,1.41754
90,90,2046.77460300111,1442.38940365711,East,South,1.41764
20,90,1515.17095953077,NaN,Camp,South,1.05285
90,90,2046.60693787488,1442.38922808455,East,South,1.41769
90,90,2046.92133449287,1442.39026033621,East,South,1.41763
90,90,2047.18102048593,1442.39081062267,East,South,1.42386
20,90,1513.09229416773,NaN,Camp,South,1.05288
90,90,2047.1317153222,1442.39092432618,East,South,1.4176
20,90,1512.75559427944,NaN,Camp,South,1.05284
90,90,2046.63696461007,1442.39246303612,East,South,1.41766
90,90,2046.4602864854,1442.39246609914,East,South,1.41755
20,90,1511.63781169034,NaN,Camp,South,1.05282
20,90,1511.51194801559,NaN,Camp,South,1.0528
90,90,2046.92546250086,1442.3902382728,East,South,1.41753
20,90,1512.76645107111,NaN,Camp,South,1.05278
90,90,2046.55263224482,1442.39191730737,East,South,1.41751
20,90,1511.38288947434,NaN,Camp,South,1.05277
90,90,2046.18362627114,1442.3934990782,East,South,1.4175
20,90,1511.68299058228,NaN,Camp,South,1.05276
90,90,2046.39824428108,1442.39516985791,East,South,1.41747
90,90,2046.15225059577,1442.39362982632,East,South,1.41748
90,90,2046.28476876808,1442.39307433731,East,South,1.41745
90,90,2046.58696777245,1442.39267643251,East,South,1.41749
90,90,2046.41109352562,1442.39107704448,East,South,1.4175
90,90,2046.09519761203,1442.39251843165,East,South,1.41754
90,90,2045.97066781489,1442.39303464298,East,South,1.41755
