index,must_bnc,owtt
394,False,1.0510842
395,False,1.4197102
396,False,1.4196242
397,False,1.4198704
398,False,1.4197222
399,False,1.419566
400,False,1.4192996
401,False,1.4196472
402,False,1.4200133
403,False,1.049153
404,False,1.4198849
405,False,1.4199412
406,False,1.4196173
407,False,1.4194926
408,False,1.4195446
409,False,1.4196954
410,False,1.4197588
411,False,1.4197153
412,False,1.0534779
413,False,1.4195986
414,False,1.4198163
415,False,1.4199965
416,False,1.0520364
417,False,1.4199626
418,False,1.0518034
419,False,1.4196196
420,False,1.4194964
421,False,1.0510281
422,False,1.0509408
423,False,1.4198192
424,False,1.0518101
425,False,1.4195611
426,False,1.0508512
427,False,1.4193051
428,False,1.0510595
429,False,1.4194534
430,False,1.4192832
431,False,1.4193752
432,False,1.4195848
433,False,1.4194626
434,False,1.4192433
435,False,1.4191571
436,False,1.4193691
437,False,1.4194576
438,False,1.419498
439,False,1.4195799
440,False,1.4194875
441,False,1.4197538
442,False,1.4197186
443,False,1.419711
444,False,1.4197462
445,False,1.419772
446,False,1.4198813
447,False,1.4201909
448,False,1.4196677
449,False,1.4196693
450,False,1.4197866
451,False,1.4196376
452,False,1.4196548
453,False,1.419525
454,False,1.4198744
455,False,1.4198685
456,False,1.0170723
457,False,1.0171418
458,False,1.0166756
459,False,1.0173502
460,False,1.0172373
461,False,1.0164593
462,False,1.0166126
463,False,1.0161437
464,False,1.0163858
465,False,1.0161681
466,False,1.0163449
467,False,1.4920106
468,False,1.491986
469,False,1.4916592
470,False,1.4920114
471,False,1.1347157
472,False,1.4919795
473,False,1.1342071
474,False,1.492056
475,False,1.4923145
476,False,1.4924141
477,False,1.4923775
478,False,1.4926379
479,False,1.1350492
480,False,1.4925151
481,False,1.1353014
482,False,1.1351584
483,False,1.1350731
484,False,1.4921196
485,False,1.4921937
486,False,1.4924374
487,False,1.4925045
488,False,1.4923568
489,False,1.1363125
490,False,1.4924947
491,False,1.1367245
492,False,1.4925947
493,False,1.1365646
494,False,1.4926412
495,False,1.4922858
496,False,1.4923029
497,False,1.4922357
498,False,1.4924574
499,False,1.4925627
500,False,1.1351495
501,False,1.4907025
502,False,1.1314583
503,False,1.4904711
504,False,1.4905298
505,False,1.1322802
506,False,1.4904649
507,False,1.1322281
508,False,1.4902649
509,False,1.1331726
510,False,1.4901512
511,False,1.4903473
512,False,1.1340051
513,False,1.4904928
514,False,1.1340693
515,False,1.4907415
516,False,1.1343759
517,False,1.4908038
518,False,1.49098
519,False,1.134652
520,False,1.4909155
521,False,1.1348385
522,False,1.4908677
523,False,1.134991
524,False,1.4905626
525,False,1.135668
526,False,1.4904419
527,False,1.4903026
528,False,1.1339482
529,False,1.4903678
530,False,1.1347873
531,False,1.4904814
532,False,1.4904151
533,False,1.490689
534,False,1.4906818
535,False,1.4906691
536,False,1.136209
537,False,1.4905221
538,False,1.4903903
539,False,1.1371655
540,False,1.4904151
541,False,1.4903934
542,False,1.490401
543,False,1.1367271
544,False,1.4903595
545,False,1.1366819
546,False,1.4906764
547,False,1.1366314
548,False,1.4906319
549,False,1.4908336
550,False,1.1356388
551,False,1.4909198
552,False,1.1357075
553,False,1.4908912
554,False,1.4906228
555,False,1.1364983
556,False,1.4907135
557,False,1.136487
558,False,1.4912609
559,False,1.136987
560,False,1.4915224
561,False,1.13665
562,False,1.4915714
563,False,1.1367152
564,False,1.4916959
565,False,1.1363815
566,False,1.4915745
567,False,1.4910098
568,False,1.1360308
569,False,1.490986
570,False,1.1357145
571,False,1.4910738
572,False,1.1360239
573,False,1.4910831
574,False,1.1352892
575,False,1.4909165
576,False,1.1357678
577,False,1.4911389
578,False,1.4913166
579,False,1.1368004
580,False,1.4913319
581,False,1.4910883
582,False,1.13662
583,False,1.4910145
584,False,1.4911638
585,False,1.1374601
586,False,1.4912868
587,False,1.1366118
588,False,1.4911866
589,False,1.1369531
590,False,1.2350942
591,False,1.2350302
592,False,1.2352483
593,False,1.2351338
594,False,1.235132
595,False,1.2357816
596,False,1.2346662
597,False,1.234751
598,False,1.2351243
599,False,1.2349706
600,False,1.234643
601,False,1.2354648
602,False,1.2335668
603,False,1.2348912
604,False,1.2352656
605,False,1.2342218
606,False,1.2344377
607,False,1.2315493
608,False,1.2309076
609,False,1.2302985
610,False,1.2310722
611,False,1.2314907
612,False,1.2312841
613,False,1.2318459
614,False,1.231996
615,False,1.2315241
616,False,1.230832
617,False,1.2305473
618,False,1.231087
619,False,1.2315947
620,False,1.2325382
621,False,1.2323095
622,False,1.232616
623,False,2.1929524
624,False,1.2327427
625,False,2.1932902
626,False,1.2327068
627,False,2.1930997
628,False,2.192892
629,False,1.2327864
630,False,2.1930819
631,False,2.1929855
632,False,2.1930382
633,False,2.1932938
634,False,1.2328249
635,False,2.193341
636,False,1.2328024
637,False,2.1935363
638,False,1.232509
639,False,1.23255
640,False,2.1932454
641,False,1.2322038
642,False,1.23193
643,False,1.2319312
644,False,1.2329164
645,False,1.2335085
646,False,1.2339616
647,False,1.2336153
648,False,1.0555965
649,False,1.0554854
650,False,1.0554129
651,False,1.0556074
652,False,1.055026
653,False,1.0545402
654,False,1.0542201
655,False,1.0551691
656,False,1.0545905
657,False,1.0553148
658,False,1.0554079
659,False,1.0556233
660,False,1.0554261
661,False,1.0551516
662,False,1.0540406
663,False,1.0549816
664,False,1.0546744
665,False,1.05641
666,False,1.0557188
667,False,1.4214844
668,False,1.0531822
669,False,1.0550708
670,False,1.0553273
671,False,1.4211212
672,False,1.056026
673,False,1.0528522
674,False,1.0523446
675,False,1.053146
676,False,1.0524995
677,False,1.0527475
678,False,1.0537257
679,False,1.4213803
680,False,1.0550324
681,False,1.4199691
682,False,1.4199802
683,False,1.4198116
684,False,1.4198797
685,False,1.4200319
686,False,1.4200487
687,False,1.4200375
688,False,1.4200385
689,False,1.420184
690,False,1.4202393
691,False,1.4199246
692,False,1.4197421
693,False,1.4196632
694,False,1.4198797
695,False,1.4199198
696,False,1.4197153
697,False,1.419698
698,False,1.4199148
699,False,1.4200375
700,False,1.4199216
701,False,1.0489742
702,False,1.4199905
703,False,1.4200455
704,False,1.4200455
705,False,1.420132
706,False,1.419605
707,False,1.4196444
708,False,1.4195813
709,False,1.4196408
710,False,1.0490603
711,False,1.4196776
712,False,1.4198027
713,False,1.4199744
714,False,1.4199113
715,False,1.4195639
716,False,1.4193002
717,False,1.4191407
718,False,1.4193137
719,False,1.4193461
720,False,1.4194882
721,False,1.4196326
722,False,1.4195327
723,False,1.4195211
724,False,1.4196833
725,False,1.4195201
726,False,1.0156722
727,False,1.0155904
728,False,1.0176318
729,False,1.0169432
730,False,1.0173572
731,False,1.0167961
732,False,1.0193764
733,False,1.0190458
734,False,1.0188745
735,False,1.0188668
736,False,1.0186809
737,False,1.0183272
738,False,1.0185777
739,False,1.0180308
740,False,1.0177455
741,False,1.0177366
742,False,1.0176451
743,False,1.0176866
744,False,1.0179564
745,False,1.0174605
746,False,1.0166786
747,False,1.0180874
748,False,1.0179068
749,False,1.0184821
750,False,1.0172329
751,False,1.0193331
752,False,1.0196985
753,False,1.0200529
754,False,1.0201731
755,False,1.0201639
756,False,1.018884
757,False,1.0196629
758,False,1.4978933
759,False,1.0192564
760,False,1.4972322
761,False,1.4973606
762,False,1.0193629
763,False,1.4973606
764,False,1.4973364
765,False,1.4973364
766,False,1.019845
767,False,1.4972552
768,False,1.4972637
769,False,1.49707
770,False,1.4972715
771,False,1.4973882
772,False,1.4973654
773,False,1.4971857
774,False,1.4973323
775,False,1.4972034
776,False,1.4970849
777,False,1.4971927
778,False,1.4971961
779,False,1.4971961
780,False,1.4971209
781,False,1.4922348
782,False,1.4926995
783,False,1.492705
784,False,1.4924396
785,False,1.4923784
786,False,1.4922899
787,False,1.4925137
788,False,1.4919447
789,False,1.4917256
790,False,1.4919435
791,False,1.4925865
792,False,1.4917825
793,False,1.4927592
794,False,1.492542
795,False,1.492703
796,False,1.4919066
797,False,1.4919721
798,False,1.4921162
799,False,1.4917902
800,False,1.4918792
801,False,1.4919066
802,False,1.4919416
803,False,1.4923278
804,False,1.4921421
805,False,1.492336
806,False,1.4917749
807,False,1.4925181
808,False,1.4926363
809,False,1.4924742
810,False,1.4925102
811,False,1.492508
812,False,1.492681
813,False,1.4920717
814,False,1.4919055
815,False,1.4919794
816,False,1.4918191
817,False,1.4919184
818,False,1.4918382
819,False,1.4920144
820,False,1.4918996
821,False,1.492384
822,False,1.4925137
823,False,1.4923992
824,False,1.4923327
825,False,1.4919246
826,False,1.4919783
827,False,1.4920349
828,False,1.4919934
829,False,1.4919661
830,False,1.3196106
831,False,1.3192345
832,False,1.3199074
833,False,1.2370425
834,False,1.3199173
835,False,1.3201251
836,False,1.3200644
837,False,1.3199277
838,False,1.2357295
839,False,1.319818
840,False,1.319818
841,False,1.3196356
842,False,1.2365066
843,False,1.3203042
844,False,1.2367889
845,False,1.3196522
846,False,1.3193625
847,False,1.3199551
848,False,1.2368089
849,False,1.3194835
850,False,1.3194835
851,False,1.2370011
852,False,1.3205476
853,False,1.3197242
854,False,1.3206933
855,False,1.2370704
856,False,1.3198259
857,False,1.236469
858,False,1.3204681
859,False,1.3195022
860,False,1.2369812
861,False,1.3192444
862,False,1.3191288
863,False,1.2374238
864,False,1.3193094
865,False,1.3191403
866,False,1.3191403
867,False,1.3199681
868,False,1.3200704
869,False,1.3198334
870,False,1.2366902
871,False,1.3198441
872,False,1.2374545
873,False,1.3198441
874,False,1.320174
875,False,1.3199733
876,False,1.3207322
877,False,1.320659
878,False,1.3207686
879,False,1.320865
880,False,1.3208455
881,False,1.3204275
882,False,1.3204057
883,False,1.3207147
884,False,1.3206779
885,False,1.320871
886,False,1.320871
887,False,1.320915
888,False,1.3206291
889,False,1.3207896
890,False,1.3198915
891,False,1.3197157
892,False,1.3195846
893,False,1.3200727
894,False,1.3203596
895,False,1.3205686
896,False,1.3208878
897,False,1.3155073
898,False,1.3150685
899,False,1.3159388
900,False,1.3163438
901,False,1.3162997
902,False,1.316222
903,False,1.3159653
904,False,1.3153276
905,False,1.3160813
906,False,1.3160582
907,False,1.3160574
908,False,1.3159845
909,False,1.3159388
910,False,1.3160601
911,False,1.3158218
912,False,1.3158982
913,False,1.3158028
914,False,1.3159181
915,False,1.3158264
916,False,1.0508286
917,False,1.0521971
918,False,1.05126
919,False,1.0507869
920,False,1.0528799
921,False,1.0535488
922,False,1.0497531
923,False,1.0482749
924,False,1.0479196
925,False,1.0472827
926,False,1.0468096
927,False,1.0484053
928,False,1.0505915
929,False,1.0486592
930,False,1.0480664
931,False,1.0477648
932,False,1.0468353
933,False,1.0453029
934,False,1.952201
935,False,1.9528334
936,False,1.9525512
937,False,1.9523647
938,False,1.9524516
939,False,1.9521923
940,False,1.9525291
941,False,1.1370828
942,False,1.137944
943,False,1.1385089
944,False,1.1364363
945,False,1.1403402
946,False,1.1412908
947,False,1.141959
948,False,1.1409853
949,False,1.1382585
950,False,1.1400244
951,False,1.1433545
952,False,1.144837
953,False,1.1448587
954,False,1.1474969
955,False,1.3155245
956,False,1.3159449
957,False,1.3159636
958,False,1.3163054
959,False,1.3157204
960,False,1.3158894
961,False,1.3158276
962,False,1.315904
963,False,1.315924
964,False,1.3158326
965,False,1.0184237
966,False,1.497177
967,False,1.492861
968,False,1.492861
969,False,1.4927025
970,False,1.4927329
971,False,1.4920287
972,False,1.4920232
973,False,1.4924964
974,False,1.4917604
975,False,1.4915894
976,False,1.4920017
977,False,1.4917047
978,False,1.4924451
979,False,1.4922849
980,False,1.492384
981,False,1.4923306
982,False,1.4926828
983,False,1.4919733
984,False,1.4925759
985,False,1.4922465
986,False,1.4920594
987,False,1.4919579
988,False,1.4919195
989,False,1.4917442
990,False,1.4923687
991,False,1.4925711
992,False,1.492569
993,False,1.4924865
994,False,1.4928555
995,False,1.4928515
996,False,1.4927846
997,False,1.4926919
998,False,1.4927217
999,False,1.4927765
1000,False,1.4927003
1001,False,1.4925665
1002,False,1.3159148
1003,False,1.3162904
1004,False,1.3161421
1005,False,1.3160679
1006,False,1.3160679
1007,False,1.3158147
1008,False,1.3159993
1009,False,1.3155046
1010,False,1.3163009
1011,False,1.3160858
1012,False,1.3162231
1013,False,1.3163081
1014,False,1.3164515
1015,False,1.316394
1016,False,1.3163112
1017,False,1.3161838
1018,False,1.3161922
1019,False,1.3162997
1020,False,1.3163531
1021,False,1.3162336
1022,False,1.3164258
1023,False,1.3155539
1024,False,1.3157643
1025,False,1.3164105
1026,False,1.3164105
1027,False,1.3163168
1028,False,1.3164134
1029,False,1.3161894
1030,False,1.3160727
1031,False,1.3161691
1032,False,1.3159354
1033,False,1.0473557
1034,False,1.9523187
1035,False,1.9523842
1036,False,1.9520305
1037,False,1.9523566
1038,False,1.9523884
1039,False,1.9524697
1040,False,1.952748
1041,False,1.9523946
1042,False,1.9525784
1043,False,1.952661
1044,False,1.9526958
1045,False,1.9527273
1046,False,1.9523741
1047,False,1.952104
1048,False,1.3159205
1049,False,1.3162965
1050,False,1.3161483
1051,False,1.3160738
1052,False,1.3159796
1053,False,1.3158209
1054,False,1.3160053
1055,False,1.3163068
1056,False,1.3160918
1057,False,1.3160337
1058,False,1.3155537
1059,False,1.316314
1060,False,1.316314
1061,False,1.3164574
1062,False,1.3163999
1063,False,1.3163176
1064,False,1.3161981
1065,False,1.3161473
1066,False,1.3163592
1067,False,1.3155597
1068,False,1.14185
1069,False,1.1414794
1070,False,1.1422007
1071,False,1.140354
1072,False,1.1378367
1073,False,1.1397978
1074,False,1.1396751
1075,False,1.1429025
1076,False,1.1445249
1077,False,1.1423136
1078,False,1.235082
1079,False,1.4977877
1080,False,1.4973292
1081,False,1.4975172
1082,False,1.497378
1083,False,1.496911
1084,False,1.4966108
1085,False,1.4969367
1086,False,1.4970003
1087,False,1.4974748
1088,False,1.4972837
1089,False,1.4972721
1090,False,1.4971948
1091,False,1.4970652
1092,False,1.4967515
1093,False,1.4967097
1094,False,1.496756
1095,False,1.4966568
1096,False,1.4968529
1097,False,1.4974841
1098,False,1.4973667
1099,False,1.4971933
1100,False,1.4967126
1101,False,1.4969299
1102,False,1.4965342
1103,False,1.4965473
1104,False,1.496872
1105,False,1.49707
1106,False,1.4971585
1107,False,1.4973466
1108,False,1.4974693
1109,False,1.4975266
1110,False,1.4975907
1111,False,1.4975878
1112,False,1.4976357
1113,False,1.4975793
1114,False,1.4977667
1115,False,1.4975501
1116,False,1.4973251
1117,False,1.4925212
1118,False,1.492547
1119,False,1.4926578
1120,False,1.492728
1121,False,1.4928473
1122,False,1.4924061
1123,False,1.4923071
1124,False,1.4922374
1125,False,1.4920224
1126,False,1.4928786
1127,False,1.4926606
1128,False,1.4929334
1129,False,1.4928764
1130,False,1.4930786
1131,False,1.3213074
1132,False,1.3213878
1133,False,1.3209957
1134,False,1.3208983
1135,False,1.3209841
1136,False,1.3208858
1137,False,1.3211187
1138,False,1.321185
1139,False,1.3211324
1140,False,1.3210056
1141,False,1.3207798
1142,False,1.3209095
1143,False,1.3208864
1144,False,1.3207169
1145,False,1.3210218
1146,False,1.3209052
1147,False,1.3209107
1148,False,1.320722
1149,False,1.320639
1150,False,1.3206773
1151,False,1.3206353
1152,False,1.3209254
1153,False,1.3208739
1154,False,1.3209957
1155,False,1.3209031
1156,False,1.3206458
1157,False,1.3204833
1158,False,1.3201312
1159,False,1.3205732
1160,False,1.3207611
1161,False,1.3209199
1162,False,1.321196
1163,False,1.321133
1164,False,1.3215572
1165,False,1.3210838
1166,False,1.3210558
1167,False,1.3211911
1168,False,1.3211032
1169,False,1.3208138
1170,False,1.3206522
1171,False,1.3210194
1172,False,1.3211123
1173,False,1.3212079
1174,False,1.3211005
1175,False,1.3213983
1176,False,1.3211752
1177,False,1.3212916
1178,False,1.3213872
1179,False,1.321297
1180,False,1.3217065
1181,False,1.3212074
1182,False,1.3169361
1183,False,1.3172675
1184,False,1.954172
1185,False,1.9547172
1186,False,1.954767
1187,False,1.9546193
1188,False,1.9545776
1189,False,1.9533503
1190,False,1.9528077
1191,False,1.4257455
1192,False,1.4266179
1193,False,1.426226
1194,False,1.4262223
1195,False,1.4260777
1196,False,1.4262044
1197,False,1.426038
1198,False,1.4260316
1199,False,1.4259378
1200,False,1.4262223
1201,False,1.4260261
1202,False,1.4262855
1203,False,1.4261209
1204,False,1.4260671
1205,False,1.4262325
1206,False,1.4262468
1207,False,1.4261764
1208,False,1.4261308
1209,False,1.4260777
1210,False,1.4260986
1211,False,1.4258901
1212,False,1.4258136
1213,False,1.4260818
1214,False,2.1878514
1215,False,2.1873207
1216,False,2.1878784
1217,False,2.1882102
1218,False,2.1886847
1219,False,2.1885428
1220,False,2.1874115
1221,False,2.1871166
1222,False,2.1870615
1223,False,2.1877315
1224,False,1.9547696
1225,False,1.9538128
1226,False,1.9538805
1227,False,1.9540466
1228,False,1.9546692
1229,False,1.954959
1230,False,1.9549524
1231,False,1.9549102
1232,False,1.9548198
1233,False,1.9541068
1234,False,1.9538184
1235,False,1.9537678
1236,False,1.9535701
1237,False,1.9538791
1238,False,1.9539269
1239,False,1.9539807
1240,False,1.954245
1241,False,1.9543793
1242,False,1.9543064
1243,False,1.9545896
1244,False,1.9545926
1245,False,1.9547924
1246,False,1.9542443
1247,False,1.9539834
1248,False,1.9540206
1249,False,1.9537741
1250,False,1.9538206
1251,False,1.9538413
1252,False,1.9539434
1253,False,1.9542317
1254,False,1.9543109
1255,False,1.9538244
1256,False,1.9535018
1257,False,1.9533575
1258,False,1.953536
1259,False,1.9538244
1260,False,1.9547606
1261,False,1.9537865
1262,False,1.953834
1263,False,1.9539834
1264,False,1.9546185
1265,False,1.9549139
1266,False,1.9549061
1267,False,1.9547712
1268,False,1.9540619
1269,False,1.9537741
1270,False,1.9537371
1271,False,1.9535458
1272,False,1.9538504
1273,False,1.9537829
1274,False,1.9539502
1275,False,1.9542129
1276,False,1.9545676
1277,False,1.9549149
1278,False,1.9547766
1279,False,1.95419
1280,False,1.953928
1281,False,1.9539533
1282,False,1.9536893
1283,False,1.9537387
1284,False,1.9537843
1285,False,1.9538883
1286,False,1.9542547
1287,False,1.9537693
1288,False,1.9534445
1289,False,1.953307
1290,False,1.9534924
1291,False,1.0467497
1292,False,1.0494514
1293,False,1.0482401
1294,False,1.048126
1295,False,1.048949
1296,False,1.0485168
1297,False,1.0489476
1298,False,1.0465685
1299,False,1.0458621
1300,False,1.0453148
1301,False,1.0452403
1302,False,1.0441658
1303,False,1.0443144
1304,False,1.0442858
1305,False,1.0452604
1306,False,1.046243
1307,False,1.0506923
1308,False,1.0524694
1309,False,1.0528798
1310,False,1.0515404
1311,False,1.0522072
1312,False,1.0531507
1313,False,1.0523194
1314,False,1.0517942
1315,False,1.0513008
1316,False,1.0528623
1317,False,1.052537
1318,False,1.0527431
1319,False,1.0532614
1320,False,1.0525417
