index,must_bnc,n_bnc,owtt,must_bnc0,n_bnc0,owtt0
161,False,0,1.0526054,False,0,1.0449723
162,False,0,1.4163457,True,1,1.4230891
163,False,0,1.0531276,False,0,1.0454937
164,False,0,1.4164121,True,1,1.4231555
165,False,0,1.4161888,True,1,1.4229324
166,False,0,1.0537969,False,0,1.0461618
167,False,0,1.4158655,True,1,1.4226073
168,False,0,1.4158058,True,1,1.4225464
169,False,0,1.4159759,True,1,1.4227179
170,False,0,1.415841,True,1,1.4225816
171,False,0,1.4160092,True,1,1.4227512
172,False,0,1.0537547,False,0,1.0461195
173,False,0,1.4160665,True,1,1.4228084
174,False,0,1.0529325,False,0,1.0452986
175,False,0,1.4159292,True,1,1.4226708
176,False,0,1.0523974,False,0,1.0447643
177,False,0,1.4160991,True,1,1.4228425
178,False,0,1.0529082,False,0,1.0452744
179,False,0,1.4159188,True,1,1.4226606
180,False,0,1.0533783,False,0,1.0457438
181,False,0,1.4159566,True,1,1.4226985
182,False,0,1.4157919,True,1,1.4225326
183,False,0,1.4192685,False,0,1.4184587
184,False,0,1.4193387,False,0,1.4185288
185,False,0,1.419411,False,0,1.4186007
186,False,0,1.4194866,False,0,1.4186758
187,False,0,1.4192464,False,0,1.4184366
188,False,0,1.419248,False,0,1.4184382
189,False,0,1.4192145,False,0,1.4184047
190,False,0,1.4191946,False,0,1.4183849
191,False,0,1.4190757,False,0,1.4182663
192,False,0,1.4194844,False,0,1.4186742
193,False,0,1.4194256,False,0,1.418615
194,False,0,1.4193784,False,0,1.4185683
195,False,0,1.4194089,False,0,1.4185985
196,False,0,1.4193479,False,0,1.4185376
197,False,0,1.4194089,False,0,1.4185985
198,False,0,1.4194229,False,0,1.4186126
199,False,0,1.419168,False,0,1.4183586
200,False,0,1.4193124,False,0,1.4185023
201,False,0,1.4193436,False,0,1.4185334
202,False,0,1.4192665,False,0,1.4184567
203,False,0,1.4192935,False,0,1.4184835
204,False,0,1.4194553,False,0,1.4186449
205,False,0,1.4194471,False,0,1.4186364
206,False,0,1.4192506,False,0,1.4184407
207,False,0,1.4191201,False,0,1.4183108
208,False,0,1.4191749,False,0,1.4183655
209,False,0,1.4191428,False,0,1.4183335
210,False,0,1.4188697,False,0,1.4180611
211,False,0,1.4189827,False,0,1.4181737
212,False,0,1.4190272,False,0,1.4182183
213,False,0,1.4190445,False,0,1.4182355
214,False,0,1.4193255,False,0,1.4185154
215,False,0,1.4191222,False,0,1.4183128
216,False,0,1.015298,False,0,1.0151424
217,False,0,1.0146208,False,0,1.0144653
218,False,0,1.014614,False,0,1.0144585
219,False,0,1.0147178,False,0,1.0145624
220,False,0,1.0145878,False,0,1.0144323
221,False,0,1.014665,False,0,1.0145097
222,False,0,1.0146942,False,0,1.0145386
223,False,0,1.0149611,False,0,1.0148057
224,False,0,1.0131863,False,0,1.0130314
225,False,0,1.0140338,False,0,1.0138782
226,False,0,1.0134437,False,0,1.0132887
227,False,0,1.0132978,False,0,1.0131426
